Airport_Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_database_timezone,Type
Aneityum Airport,Anelghowhat,Vanuatu,AUY,NVVA,-20.24920082,169.7709961,7,11,U,Pacific/Efate,airport
Aniwa Airport,Aniwa,Vanuatu,AWD,NVVB,-19.2346,169.6009,69,11,U,Pacific/Efate,airport
Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,NVVD,-18.76939964,169.0010071,630,11,U,Pacific/Efate,airport
Futuna Airport,Futuna Island,Vanuatu,FTA,NVVF,-19.51639938,170.2319946,95,11,U,Pacific/Efate,airport
Ipota Airport,Ipota,Vanuatu,IPA,NVVI,-18.856389,169.283333,23,11,U,Pacific/Efate,airport
Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,-21.09609985,167.8040009,128,11,U,Pacific/Noumea,airport
Île Art - Waala Airport,Waala,New Caledonia,BMY,NWWC,-19.72060013,163.6609955,306,11,U,Pacific/Noumea,airport
Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE,-22.58889961,167.4559937,315,11,U,Pacific/Noumea,airport
Fayzabad Airport,Faizabad,Afghanistan,FBD,OAFZ,37.121101,70.518097,3872,4.5,U,Asia/Kabul,airport
Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,\N,OEDW,24.5,44.40000153,3429,3,U,Asia/Riyadh,airport
Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,29.78510094,40.09999847,2261,3,U,Asia/Riyadh,airport
Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE,OEWD,20.50429916,45.19960022,2062,3,U,Asia/Riyadh,airport
Khoram Abad Airport,Khorram Abad,Iran,KHD,OICK,33.4353981,48.28290176,3782,3.5,E,Asia/Tehran,airport
Bam Airport,Bam,Iran,BXR,OIKM,29.08419991,58.45000076,3231,3.5,E,Asia/Tehran,airport
Rafsanjan Airport,Rafsanjan,Iran,RJN,OIKR,30.29770088,56.05110168,5298,3.5,E,Asia/Tehran,airport
Bojnord Airport,Bojnourd,Iran,BJB,OIMN,37.49300003,57.30820084,3499,3.5,E,Asia/Tehran,airport
Sabzevar National Airport,Sabzevar,Iran,AFZ,OIMS,36.16809845,57.59519958,3010,3.5,E,Asia/Tehran,airport
Noshahr Airport,Noshahr,Iran,NSH,OINN,36.66329956,51.46469879,-61,3.5,E,Asia/Tehran,airport
Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY,OINZ,36.63579941,53.1935997,35,3.5,E,Asia/Tehran,airport
Lar Airport,Lar,Iran,LRR,OISL,27.67469978,54.38330078,2641,3.5,E,Asia/Tehran,airport
Ardabil Airport,Ardabil,Iran,ADU,OITL,38.32569885,48.42440033,4315,3.5,E,Asia/Tehran,airport
Urmia Airport,Uromiyeh,Iran,OMH,OITR,37.66809845,45.06869888,4343,3.5,E,Asia/Tehran,airport
Al Ain International Airport,Al Ain,United Arab Emirates,AAN,OMAL,24.26169968,55.60919952,869,4,U,Asia/Dubai,airport
Bannu Airport,Bannu,Pakistan,BNP,OPBN,32.9729,70.527901,1325,5,N,Asia/Karachi,airport
Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,29.34810066,71.71800232,392,5,N,Asia/Karachi,airport
Chitral Airport,Chitral,Pakistan,CJL,OPCH,35.88660049,71.80059814,4920,5,N,Asia/Karachi,airport
Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB,28.87829971,64.39980316,2800,5,N,Asia/Karachi,airport
Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG,29.96100044,70.48590088,492,5,N,Asia/Karachi,airport
Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI,31.90940094,70.89659882,594,5,N,Asia/Karachi,airport
Jiwani Airport,Jiwani,Pakistan,JIW,OPJI,25.06780052,61.80540085,186,5,N,Asia/Karachi,airport
Hyderabad Airport,Hyderabad,Pakistan,HDD,OPKD,25.3181,68.366096,130,5,N,Asia/Karachi,airport
Khuzdar Airport,Khuzdar,Pakistan,KDD,OPKH,27.79059982,66.64730072,4012,5,N,Asia/Karachi,airport
Ormara Airport,Ormara Raik,Pakistan,ORW,OPOR,25.27470016,64.58599854,10,5,N,Asia/Karachi,airport
Parachinar Airport,Parachinar,Pakistan,PAJ,OPPC,33.90209961,70.07160187,5800,5,N,Asia/Karachi,airport
Skardu Airport,Skardu,Pakistan,KDU,OPSD,35.33549881,75.53600311,7316,5,N,Asia/Karachi,airport
Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,OPSN,26.47310066,67.71720123,121,5,N,Asia/Karachi,airport
Turbat International Airport,Turbat,Pakistan,TUK,OPTU,25.9864006,63.03020096,498,5,N,Asia/Karachi,airport
Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU,ORSU,35.5617485,45.31673813,2494,3,U,Asia/Baghdad,airport
Kamishly Airport,Kamishly,Syria,KAC,OSKL,37.02059937,41.19139862,1480,2,E,Asia/Damascus,airport
Sayun International Airport,Sayun Intl,Yemen,GXF,OYSY,15.96609974,48.78829956,2097,3,U,Asia/Aden,airport
Bahia Piña Airport,Bahia Piña,Panama,BFQ,\N,7.583,-78.2,14,-5,U,America/Panama,airport
EL Real Airport,El Real,Panama,ELE,\N,8.133,-77.7,57,-5,U,America/Panama,airport
Contadora Airport,Contadora Island,Panama,OTD,\N,8.62876,-79.0347,14,-5,U,America/Panama,airport
Sambu Airport,Boca de Sábalo,Panama,SAX,\N,8.017,-78.2,32,-5,U,America/Panama,airport
Adak Airport,Adak Island,United States,ADK,PADK,51.87799835,-176.6459961,18,-10,A,America/Adak,airport
Gustavus Airport,Gustavus,United States,GST,PAGS,58.4253006,-135.7070007,35,-9,A,America/Anchorage,airport
Skagway Airport,Skagway,United States,SGY,PAGY,59.46009827,-135.3159943,44,-9,A,America/Anchorage,airport
Holy Cross Airport,Holy Cross,United States,HCR,PAHC,62.18830109,-159.7749939,70,-9,A,America/Anchorage,airport
Haines Airport,Haines,United States,HNS,PAHN,59.24380112,-135.5240021,15,-9,A,America/Anchorage,airport
Kalskag Airport,Kalskag,United States,KLG,PALG,61.53630066,-160.3410034,55,-9,A,America/Anchorage,airport
McGrath Airport,Mcgrath,United States,MCG,PAMC,62.95289993,-155.6060028,341,-9,A,America/Anchorage,airport
Mountain Village Airport,Mountain Village,United States,MOU,PAMO,62.09540176,-163.6820068,337,-9,A,America/Anchorage,airport
Aniak Airport,Aniak,United States,ANI,PANI,61.58160019,-159.5429993,88,-9,A,America/Anchorage,airport
Chevak Airport,Chevak,United States,VAK,PAVA,61.5409,-165.6005,75,-9,A,America/Anchorage,airport
Wrangell Airport,Wrangell,United States,WRG,PAWG,56.48429871,-132.3699951,49,-9,A,America/Anchorage,airport
Tadji Airport,Aitape,Papua New Guinea,ATP,\N,-3.18985,142.43,48,10,U,Pacific/Port_Moresby,airport
Gasmata Island Airport,Gasmata Island,Papua New Guinea,GMI,\N,-6.27111,150.331,23,10,U,Pacific/Port_Moresby,airport
Ihu Airport,Ihu,Papua New Guinea,IHU,\N,-7.89756,145.396,47,10,U,Pacific/Port_Moresby,airport
Nissan Island Airport,Nissan Island,Papua New Guinea,IIS,\N,-4.49972,154.226,52,10,U,Pacific/Port_Moresby,airport
Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea,JAQ,\N,-5.6525,151.507,136,10,U,Pacific/Port_Moresby,airport
Kandrian Airport,Kandrian,Papua New Guinea,KDR,\N,-6.183,149.533,280,10,U,Pacific/Port_Moresby,airport
Kokoda Airport,Kokoda,Papua New Guinea,KKD,\N,-8.88468,147.731,1240,10,U,Pacific/Port_Moresby,airport
Kamusi Airport,Kamusi,Papua New Guinea,KUY,\N,-7.42035,143.122,0,10,U,Pacific/Port_Moresby,airport
Lake Murray Airport,Lake Murray,Papua New Guinea,LMY,\N,-7.00992,141.494,52,10,U,Pacific/Port_Moresby,airport
Londolovit Airport,Londolovit,Papua New Guinea,LNV,\N,-3.04361,152.629,167,10,U,Pacific/Port_Moresby,airport
Losuia Airport,Losuia,Papua New Guinea,LSA,\N,-8.50582,151.081,27,10,U,Pacific/Port_Moresby,airport
Obo Airport,Obo,Papua New Guinea,OBX,\N,-7.583,141.317,29,10,U,Pacific/Port_Moresby,airport
Balimo Airport,Balimo,Papua New Guinea,OPU,AYBM,-8.050000191,142.9329987,51,10,U,Pacific/Port_Moresby,airport
Suki Airport,Suki,Papua New Guinea,SKC,\N,-8.033,141.717,24,10,U,Pacific/Port_Moresby,airport
Tufi Airport,Tufi,Papua New Guinea,TFI,\N,-9.07595,149.32,85,10,U,Pacific/Port_Moresby,airport
Nuku Airport,Nuku,Papua New Guinea,UKU,\N,-3.667,142.483,750,10,U,Pacific/Port_Moresby,airport
Baimuru Airport,Baimuru,Papua New Guinea,VMU,AYBA,-7.496860027,144.8199005,27,10,U,Pacific/Port_Moresby,airport
Wipim Airport,Wipim,Papua New Guinea,WPM,\N,-8.78822,142.882,173,10,U,Pacific/Port_Moresby,airport
El Nido Airport,El Nido,Philippines,ENI,\N,11.202,119.417,0,8,N,Asia/Manila,airport
Kalaupapa Airport,Molokai,United States,LUP,PHLU,21.21100044,-156.973999,24,-10,A,Pacific/Honolulu,airport
Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT,PKMA,11.34070015,162.3280029,13,12,U,Pacific/Majuro,airport
Matsu Nangan Airport,Matsu Islands,Taiwan,LZN,RCFG,26.1598,119.958,232,8,U,Asia/Taipei,airport
Hengchun Airport,Hengchun,Taiwan,HCN,RCKW,22.04109955,120.7300034,46,8,U,Asia/Taipei,airport
Matsu Beigan Airport,Matsu Islands,Taiwan,MFK,RCMT,26.224199,120.002998,41,8,U,Asia/Taipei,airport
Kushiro Airport,Kushiro,Japan,KUH,RJCK,43.04100037,144.1929932,327,9,U,Asia/Tokyo,airport
Okadama Airport,Sapporo,Japan,OKD,RJCO,43.117447,141.38134,25,9,U,Asia/Tokyo,airport
Saga Airport,Saga,Japan,HSG,RJFS,33.14970016,130.302002,6,9,N,Asia/Tokyo,airport
Nagoya Airport,Nagoya,Japan,NKM,RJNA,35.25500107,136.923996,52,9,U,Asia/Tokyo,airport
Iwami Airport,Iwami,Japan,IWJ,RJOW,34.67639923,131.7899933,184,9,U,Asia/Tokyo,airport
Fukushima Airport,Fukushima,Japan,FKS,RJSF,37.22740173,140.4309998,1221,9,U,Asia/Tokyo,airport
Odate Noshiro Airport,Odate Noshiro,Japan,ONJ,RJSR,40.19189835,140.3710022,292,9,U,Asia/Tokyo,airport
Shonai Airport,Shonai,Japan,SYO,RJSY,38.81219864,139.7870026,86,9,U,Asia/Tokyo,airport
Miyakejima Airport,Miyakejima,Japan,MYE,RJTQ,34.07360077,139.5599976,67,9,U,Asia/Tokyo,airport
Kunsan Air Base,Kunsan,South Korea,KUV,RKJK,35.90380096,126.6159973,29,9,U,Asia/Seoul,airport
Mokpo Heliport,Mokpo,South Korea,MPK,RKJM,34.75889969,126.3799973,23,9,U,Asia/Seoul,airport
Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,WJU,RKNW,37.441201,127.963858,329,9,U,Asia/Seoul,airport
Yangyang International Airport,Sokcho / Gangneung,South Korea,YNY,RKNY,38.061298,128.669006,241,9,U,Asia/Seoul,airport
Sacheon Air Base/Airport,Sacheon,South Korea,HIN,RKPS,35.088591,128.071747,25,9,U,Asia/Seoul,airport
Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,CJJ,RKTU,36.717008,127.498741,191,9,U,Asia/Seoul,airport
Subic Bay International Airport,Olongapo City,Philippines,SFS,RPLB,14.79440022,120.2710037,64,8,N,Asia/Manila,airport
Cuyo Airport,Cuyo,Philippines,CYU,RPLO,10.85809994,121.0690002,0,8,N,Asia/Manila,airport
Rajah Buayan Air Base,General Santos City,Philippines,\N,RPMB,6.106440067,125.2350006,28,8,N,Asia/Manila,airport
Camiguin Airport,Camiguin,Philippines,CGM,RPMH,9.253520012,124.7070007,53,8,N,Asia/Manila,airport
Jolo Airport,Jolo,Philippines,JOL,RPMJ,6.05366993,121.0110016,118,8,N,Asia/Manila,airport
Sanga Sanga Airport,Sanga Sanga,Philippines,TWT,RPMN,5.046991,119.742996,15,8,N,Asia/Manila,airport
Surigao Airport,Sangley Point,Philippines,SUG,RPMS,9.755838326,125.4809475,20,8,N,Asia/Manila,airport
Tandag Airport,Tandag,Philippines,TDG,RPMW,9.072110176,126.1709976,16,8,N,Asia/Manila,airport
Naga Airport,Naga,Philippines,WNP,RPUN,13.5848999,123.2699966,142,8,N,Asia/Manila,airport
Basco Airport,Basco,Philippines,BSO,RPUO,20.4513,121.980003,291,8,N,\N,airport
San Fernando Airport,San Fernando,Philippines,SFE,RPUS,16.59560013,120.3030014,13,8,N,Asia/Manila,airport
Tuguegarao Airport,Tuguegarao,Philippines,TUG,RPUT,17.64336768,121.7331505,70,8,N,Asia/Manila,airport
Virac Airport,Virac,Philippines,VRC,RPUV,13.5763998,124.2060013,121,8,N,Asia/Manila,airport
Calbayog Airport,Calbayog City,Philippines,CYP,RPVC,12.07269955,124.5449982,12,8,N,Asia/Manila,airport
Catarman National Airport,Catarman,Philippines,CRM,RPVF,12.5024004,124.6360016,6,8,N,Asia/Manila,airport
Moises R. Espinosa Airport,Masbate,Philippines,MBT,RPVJ,12.369682,123.630095,49,8,N,Asia/Manila,airport
Roxas Airport,Roxas City,Philippines,RXS,RPVR,11.59770012,122.7519989,10,8,N,Asia/Manila,airport
General Enrique Mosconi Airport,Tartagal,Argentina,TTG,SAST,-22.6196003,-63.79370117,1472,-3,N,America/Argentina/Salta,airport
Las Heras Airport,Las Heras,Argentina,LHS,SAVH,-46.53829956,-68.96530151,1082,-3,N,America/Argentina/Rio_Gallegos,airport
Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,OES,SAVN,-40.7512,-65.0343,85,-3,N,America/Argentina/Salta,airport
Lago Argentino Airport,El Calafate,Argentina,ING,SAWA,-50.336102,-72.248596,732,-3,N,America/Argentina/Rio_Gallegos,airport
Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,SAWR,-48.7831,-70.150002,356,-3,N,America/Argentina/Rio_Gallegos,airport
Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.5423,-56.7218,9,-3,N,America/Buenos_Aires,airport
Necochea Airport,Necochea,Argentina,NEC,SAZO,-38.4831,-58.8172,72,-3,N,America/Buenos_Aires,airport
Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,SBJU,-7.218959808,-39.27009964,1392,-3,S,America/Fortaleza,airport
Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC,SBLE,-12.4822998,-41.27700043,1676,-3,S,America/Fortaleza,airport
Macaé Airport,Macaé,Brazil,MEA,SBME,-22.34300041,-41.76599884,8,-3,S,America/Sao_Paulo,airport
Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,MII,SBML,-22.19689941,-49.92639923,2122,-3,S,America/Sao_Paulo,airport
Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86279964,-40.86309814,3002,-3,S,America/Fortaleza,airport
Santa Maria Airport,Santa Maria,Brazil,RIA,SBSM,-29.711399,-53.688202,287,-3,S,America/Sao_Paulo,airport
Toledo Airport,Toledo,Brazil,TOW,SBTD,-24.6863,-53.697498,1843,-3,S,America/Sao_Paulo,airport
Ricardo García Posada Airport,El Salvador,Chile,ESR,SCES,-26.31110001,-69.76519775,5240,-4,S,America/Santiago,airport
Pucón Airport,Pucon,Chile,ZPC,SCPC,-39.2928009,-71.91590118,853,-4,S,America/Santiago,airport
Sorocaba Airport,Sorocaba,Brazil,SOD,SDCO,-23.478001,-47.490002,2077,-3,S,America/Sao_Paulo,airport
San Cristóbal Airport,San Cristóbal,Ecuador,SCY,SEST,-0.910206,-89.617401,62,-6,U,Pacific/Galapagos,airport
Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH,SETM,-3.99589,-79.371902,4056,-5,U,America/Guayaquil,airport
General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,SETN,0.978519022,-79.62660217,32,-5,U,America/Guayaquil,airport
Port Stanley Airport,Stanley,Falkland Islands,PSY,SFAL,-51.68569946,-57.77759933,75,-3,U,Atlantic/Stanley,airport
Santa Ana Airport,Cartago,Colombia,CRC,SKGO,4.75818,-75.9557,2979,-5,U,America/Bogota,airport
La Jagua Airport,Garzón,Colombia,\N,SKGZ,2.1464,-75.6944,2620,-5,U,America/Bogota,airport
Caucaya Airport,Puerto Leguízamo,Colombia,LQM,SKLG,-0.182278,-74.7708,573,-5,U,America/Bogota,airport
La Pedrera Airport,La Pedrera,Colombia,LPD,SKLP,-1.32861,-69.5797,590,-5,U,America/Bogota,airport
Reyes Murillo Airport,Nuquí,Colombia,NQU,SKNQ,5.6964,-77.2806,12,-5,U,America/Bogota,airport
Obando Airport,Puerto Inírida,Colombia,PDA,SKPD,3.85353,-67.9062,460,-5,U,America/Bogota,airport
El Yopal Airport,Yopal,Colombia,EYP,SKYP,5.31911,-72.384,1028,-5,U,America/Bogota,airport
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,SLGY,-10.82059956,-65.34559631,557,-4,U,America/La_Paz,airport
Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,SLPR,-11.107663,-67.551155,597,-4,U,America/La_Paz,airport
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,SLRI,-11,-66,462,-4,U,America/La_Paz,airport
Reyes Airport,Reyes,Bolivia,REY,SLRY,-14.3044,-67.353401,935,-4,U,America/La_Paz,airport
Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,SLSB,-14.85919952,-66.73750305,633,-4,U,America/La_Paz,airport
Zorg en Hoop Airport,Paramaribo,Suriname,ORG,SMZO,5.81108,-55.190701,10,-3,U,America/Paramaribo,airport
Mucuri Airport,Mucuri,Brazil,MVS,SNMU,-18.0489006,-39.86420059,276,-3,S,America/Fortaleza,airport
Boorama Airport,Boorama,Somalia,BXX,\N,9.933,43.15,0,3,U,Africa/Mogadishu,airport
Gatokae Airport,Gatokae,Solomon Islands,GTA,\N,-8.75,158.2,0,11,U,Pacific/Guadalcanal,airport
Caballococha Airport,Caballococha,Peru,\N,SPBC,-3.916860104,-70.5082016,328,-5,U,America/Lima,airport
Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR,-7.139180183,-78.48940277,8781,-5,U,America/Lima,airport
Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU,SPNC,-9.878809929,-76.20480347,6070,-5,U,America/Lima,airport
Maria Reiche Neuman Airport,Nazca,Peru,NZC,SPZA,-14.85400009,-74.96150208,1860,-5,U,America/Lima,airport
Santa Rosa Airport,Santa Rosa,Brazil,SRA,SSZR,-27.9067,-54.520401,984,-3,S,America/Sao_Paulo,airport
El Jagüel / Punta del Este Airport,Maldonado,Uruguay,\N,SUPE,-34.91699982,-54.91699982,66,-3,S,America/Montevideo,airport
Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC,SVBS,10.24997807,-67.64942169,1338,-4,U,America/Caracas,airport
Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG,SVVG,8.624139,-71.672668,250,-4,U,America/Caracas,airport
Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,SWJI,-10.87080002,-61.8465004,598,-4,S,America/Boa_Vista,airport
Codrington Airport,Codrington,Antigua and Barbuda,BBQ,TAPH,17.635799,-61.828602,15,-4,U,America/Antigua,airport
La Désirade Airport,Grande Anse,Guadeloupe,DSD,TFFA,16.296902,-61.0844,10,-4,U,America/Guadeloupe,airport
Baillif Airport,Basse Terre,Guadeloupe,BBR,TFFB,16.01329994,-61.74219894,59,-4,U,America/Guadeloupe,airport
St-François Airport,St-François,Guadeloupe,SFC,TFFC,16.25779915,-61.26250076,10,-4,U,America/Guadeloupe,airport
Les Bases Airport,Grand Bourg,Guadeloupe,GBJ,TFFM,15.86870003,-61.27000046,16,-4,U,America/Guadeloupe,airport
Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV,TKPN,17.20569992,-62.58990097,14,-4,U,America/St_Kitts,airport
Virgin Gorda Airport,Spanish Town,British Virgin Islands,VIJ,TUPW,18.44639969,-64.42749786,9,-4,U,America/Tortola,airport
J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU,TVSB,12.98840046,-61.26200104,15,-4,U,America/St_Vincent,airport
Union Island International Airport,Union Island,Saint Vincent and the Grenadines,UNI,TVSU,12.60013485,-61.41194534,16,-4,U,America/St_Vincent,airport
Kokshetau Airport,Kokshetau,Kazakhstan,KOV,UACK,53.329102,69.594597,900,6,U,Asia/Qyzylorda,airport
Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK,UACP,54.77470016,69.18389893,453,6,U,Asia/Qyzylorda,airport
Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN,UAKD,47.708302,67.733299,1250,6,U,Asia/Qyzylorda,airport
Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK,50.03659821,82.49420166,939,6,U,Asia/Qyzylorda,airport
Kostanay West Airport,Kostanay,Kazakhstan,KSN,UAUU,53.20690155,63.5503006,595,6,U,Asia/Qyzylorda,airport
Ganja Airport,Ganja,Azerbaijan,KVD,UBBG,40.73770142,46.31760025,1083,4,E,Asia/Baku,airport
Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,39.18880081,45.45840073,2863,4,E,Asia/Baku,airport
Chulman Airport,Neryungri,Russia,NER,UELL,56.91389847,124.9140015,2812,9,N,Asia/Yakutsk,airport
Polyarny Airport,Yakutia,Russia,PYJ,UERP,66.40039825,112.0299988,1660,9,N,Asia/Yakutsk,airport
Chokurdakh Airport,Chokurdah,Russia,CKH,UESO,70.62310028,147.9019928,151,11,N,Asia/Srednekolymsk,airport
Cherskiy Airport,Cherskiy,Russia,CYX,UESS,68.74060059,161.3379974,20,11,N,Asia/Srednekolymsk,airport
Tiksi Airport,Tiksi,Russia,IKS,UEST,71.6977005,128.9029999,26,9,N,Asia/Yakutsk,airport
Moyo Airport,Moyo,Uganda,OYG,\N,3.633,31.75,0,3,U,Africa/Kampala,airport
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,KXK,UHKK,50.4090004,136.9340057,92,10,N,Asia/Vladivostok,airport
Ugolny Airport,Anadyr,Russia,DYR,UHMA,64.734902,177.740997,194,12,N,Asia/Anadyr,airport
Okhotsk Airport,Okhotsk,Russia,OHO,UHOO,59.4100647,143.0565033,0,10,N,Asia/Vladivostok,airport
Ujae Atoll Airport,Ujae Atoll,Marshall Islands,UJE,UJAP,8.928059578,165.7619934,29,12,U,Pacific/Majuro,airport
Mariupol International Airport,Mariupol International,Ukraine,MPW,UKCM,47.0760994,37.44960022,251,2,E,Europe/Kiev,airport
Luhansk International Airport,Lugansk,Ukraine,VSG,UKCW,48.41740036,39.37409973,636,2,E,Europe/Kiev,airport
Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH,UKDE,47.86700058,35.31570053,373,2,E,Europe/Kiev,airport
Kryvyi Rih International Airport,Krivoy Rog,Ukraine,KWG,UKDR,48.04330063,33.20999908,408,2,E,Europe/Kiev,airport
Kharkiv International Airport,Kharkov,Ukraine,HRK,UKHH,49.92480087,36.29000092,508,2,E,Europe/Kiev,airport
Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,IFO,UKLI,48.88420105,24.68610001,919,2,E,Europe/Kiev,airport
Chernivtsi International Airport,Chernovtsk,Ukraine,CWC,UKLN,48.25930023,25.98080063,826,2,E,Europe/Kiev,airport
Rivne International Airport,Rivne,Ukraine,RWN,UKLR,50.60710144,26.14159966,755,2,E,Europe/Kiev,airport
Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ,UKLU,48.63430023,22.26339912,383,2,E,Europe/Kiev,airport
Solovki Airport,Solovetsky Islands,Russia,CSH,ULAS,65.02999878,35.73333359,60,3,N,Europe/Moscow,airport
Cherepovets Airport,Cherepovets,Russia,CEE,ULBC,59.27360153,38.01580048,377,3,N,Europe/Moscow,airport
Amderma Airport,Amderma,Russia,AMV,ULDD,69.76329803,61.5564003,13,3,N,Europe/Moscow,airport
Kotlas Airport,Kotlas,Russia,KSZ,ULKK,61.2358017,46.69749832,184,3,N,Europe/Moscow,airport
Petrozavodsk Airport,Petrozavodsk,Russia,PES,ULPB,61.8852005,34.15470123,151,3,N,Europe/Moscow,airport
Hrodna Airport,Hrodna,Belarus,GNA,UMMG,53.60200119,24.05380058,443,3,E,Europe/Minsk,airport
Mogilev Airport,Mogilev,Belarus,MVQ,UMOO,53.95489883,30.0951004,637,3,E,Europe/Minsk,airport
Yeniseysk Airport,Yeniseysk,Russia,EIE,UNII,58.4742012,92.11250305,253,7,N,Asia/Krasnoyarsk,airport
Kyzyl Airport,Kyzyl,Russia,KYZ,UNKY,51.66939926,94.40059662,2123,7,N,Asia/Krasnoyarsk,airport
Spichenkovo Airport,Novokuznetsk,Russia,NOZ,UNWW,53.811401,86.877197,1024,7,N,Asia/Krasnoyarsk,airport
